Customer_id,Product_id,Product_category,Payment_type,Device_Type,Event_date
CUST-193660,Prod_192660,Furniture,Momo,Mobile,Addtocart,08-05-2020
CUST-193661,Prod_192661,Clothes,Paypal,Mobile,Addtocart,22-09-2024
CUST-193662,Prod_192662,Electronics,Momo,Desktop,Addtocart,09-08-2023
CUST-193663,Prod_192663,Clothes,Paypal,Mobile,Addtocart,04-07-2022
CUST-193664,Prod_192664,Furniture,Visa Card,Mobile,Addtocart,03-12-2024
CUST-193665,Prod_192665,Furniture,Paypal,Mobile,Purchase,09-08-2023
CUST-193666,Prod_192666,Clothes,Paypal,Desktop,Addtocart,21-07-2020
CUST-193667,Prod_192667,Hardware,Visa Card,Mobile,Purchase,20-12-2022
CUST-193668,Prod_192668,Furniture,Paypal,Desktop,Addtocart,24-04-2021
CUST-193669,Prod_192669,Beauty,Visa Card,Desktop,Purchase,30-03-2025
CUST-193670,Prod_192670,Hardware,Momo,Desktop,Purchase,17-08-2024
CUST-193671,Prod_192671,Electronics,Momo,Desktop,Addtocart,17-03-2020
CUST-193672,Prod_192672,Books,Momo,Desktop,Purchase,05-03-2021
CUST-193673,Prod_192673,Beauty,Paypal,Desktop,Addtocart,26-05-2020
CUST-193674,Prod_192674,Furniture,Visa Card,Desktop,Purchase,31-08-2024
CUST-193675,Prod_192675,Books,Paypal,Desktop,Purchase,02-09-2020
CUST-193676,Prod_192676,Hardware,Momo,Desktop,Purchase,05-09-2023
CUST-193677,Prod_192677,Clothes,Momo,Desktop,Addtocart,26-11-2022
CUST-193678,Prod_192678,Electronics,Momo,Mobile,Addtocart,09-10-2020
CUST-193679,Prod_192679,Books,Visa Card,Desktop,Purchase,09-12-2022
CUST-193680,Prod_192680,Hardware,Paypal,Mobile,Purchase,17-11-2023
CUST-193681,Prod_192681,Hardware,Momo,Mobile,Purchase,29-08-2021
CUST-193682,Prod_192682,Furniture,Visa Card,Desktop,Purchase,29-08-2022
CUST-193683,Prod_192683,Beauty,Visa Card,Desktop,Addtocart,16-12-2024
CUST-193684,Prod_192684,Accessories,Visa Card,Mobile,Addtocart,08-08-2021
CUST-193685,Prod_192685,Books,Visa Card,Mobile,Purchase,04-11-2024
CUST-193686,Prod_192686,Furniture,Momo,Mobile,Purchase,20-04-2024
CUST-193687,Prod_192687,Books,Paypal,Desktop,Purchase,14-10-2024
CUST-193688,Prod_192688,Beauty,Paypal,Desktop,Purchase,02-09-2021
CUST-193689,Prod_192689,Books,Visa Card,Desktop,Purchase,06-12-2024
CUST-193690,Prod_192690,Beauty,Momo,Mobile,Purchase,28-03-2020
CUST-193691,Prod_192691,Accessories,Paypal,Desktop,Purchase,02-10-2022
CUST-193692,Prod_192692,Electronics,Momo,Mobile,Purchase,23-10-2022
CUST-193693,Prod_192693,Furniture,Paypal,Desktop,Purchase,14-06-2021
CUST-193694,Prod_192694,Hardware,Momo,Desktop,Addtocart,20-01-2022
CUST-193695,Prod_192695,Beauty,Paypal,Desktop,Addtocart,22-07-2022
CUST-193696,Prod_192696,Books,Paypal,Desktop,Addtocart,17-05-2024
CUST-193697,Prod_192697,Furniture,Visa Card,Mobile,Addtocart,10-02-2025
CUST-193698,Prod_192698,Clothes,Momo,Desktop,Addtocart,13-04-2024
CUST-193699,Prod_192699,Furniture,Visa Card,Mobile,Purchase,11-11-2021
CUST-193700,Prod_192700,Books,Paypal,Mobile,Purchase,17-01-2020
CUST-193701,Prod_192701,Books,Visa Card,Desktop,Addtocart,27-03-2025
CUST-193702,Prod_192702,Books,Momo,Mobile,Purchase,12-03-2023
CUST-193703,Prod_192703,Accessories,Momo,Desktop,Addtocart,03-01-2020
CUST-193704,Prod_192704,Accessories,Momo,Desktop,Addtocart,31-01-2024
CUST-193705,Prod_192705,Beauty,Paypal,Mobile,Addtocart,23-11-2021
CUST-193706,Prod_192706,Electronics,Visa Card,Desktop,Addtocart,29-03-2022
CUST-193707,Prod_192707,Furniture,Visa Card,Mobile,Addtocart,25-12-2023
CUST-193708,Prod_192708,Hardware,Paypal,Mobile,Addtocart,16-06-2021
CUST-193709,Prod_192709,Beauty,Momo,Mobile,Addtocart,28-08-2020
CUST-193710,Prod_192710,Furniture,Visa Card,Mobile,Purchase,24-04-2023
CUST-193711,Prod_192711,Books,Paypal,Mobile,Purchase,22-06-2021
CUST-193712,Prod_192712,Accessories,Momo,Desktop,Addtocart,08-01-2025
CUST-193713,Prod_192713,Clothes,Momo,Desktop,Purchase,03-05-2021
CUST-193714,Prod_192714,Furniture,Visa Card,Desktop,Addtocart,18-01-2020
CUST-193715,Prod_192715,Accessories,Momo,Mobile,Purchase,18-02-2021
CUST-193716,Prod_192716,Beauty,Momo,Desktop,Addtocart,09-06-2022
CUST-193717,Prod_192717,Beauty,Paypal,Desktop,Addtocart,09-02-2025
CUST-193718,Prod_192718,Furniture,Momo,Mobile,Addtocart,12-12-2020
CUST-193719,Prod_192719,Clothes,Paypal,Mobile,Purchase,23-05-2022
CUST-193720,Prod_192720,Beauty,Momo,Mobile,Purchase,16-06-2020
CUST-193721,Prod_192721,Accessories,Paypal,Desktop,Addtocart,13-01-2025
CUST-193722,Prod_192722,Electronics,Momo,Desktop,Addtocart,21-03-2023
CUST-193723,Prod_192723,Hardware,Visa Card,Desktop,Purchase,24-02-2024
CUST-193724,Prod_192724,Accessories,Visa Card,Mobile,Purchase,09-04-2024
CUST-193725,Prod_192725,Electronics,Visa Card,Desktop,Addtocart,13-07-2022
CUST-193726,Prod_192726,Accessories,Momo,Mobile,Purchase,06-02-2021
CUST-193727,Prod_192727,Clothes,Momo,Mobile,Addtocart,11-10-2022
CUST-193728,Prod_192728,Furniture,Paypal,Mobile,Addtocart,05-10-2022
CUST-193729,Prod_192729,Accessories,Visa Card,Mobile,Purchase,10-10-2021
CUST-193730,Prod_192730,Electronics,Paypal,Desktop,Purchase,22-03-2020
CUST-193731,Prod_192731,Books,Paypal,Desktop,Purchase,22-11-2021
CUST-193732,Prod_192732,Electronics,Visa Card,Desktop,Addtocart,05-07-2020
CUST-193733,Prod_192733,Hardware,Momo,Mobile,Addtocart,07-09-2022
CUST-193734,Prod_192734,Books,Visa Card,Desktop,Purchase,05-07-2021
CUST-193735,Prod_192735,Furniture,Momo,Mobile,Addtocart,17-01-2022
CUST-193736,Prod_192736,Hardware,Momo,Mobile,Addtocart,01-09-2023
CUST-193737,Prod_192737,Beauty,Momo,Desktop,Addtocart,25-04-2022
CUST-193738,Prod_192738,Electronics,Visa Card,Mobile,Purchase,28-03-2020
CUST-193739,Prod_192739,Clothes,Paypal,Desktop,Purchase,30-04-2022
CUST-193740,Prod_192740,Furniture,Visa Card,Mobile,Addtocart,20-12-2020
CUST-193741,Prod_192741,Clothes,Paypal,Mobile,Purchase,15-12-2022
CUST-193742,Prod_192742,Books,Visa Card,Desktop,Addtocart,21-10-2024
CUST-193743,Prod_192743,Accessories,Momo,Desktop,Purchase,29-12-2024
CUST-193744,Prod_192744,Beauty,Momo,Desktop,Addtocart,25-11-2023
CUST-193745,Prod_192745,Electronics,Visa Card,Mobile,Addtocart,12-09-2021
CUST-193746,Prod_192746,Furniture,Paypal,Mobile,Purchase,25-11-2024
CUST-193747,Prod_192747,Electronics,Paypal,Desktop,Purchase,30-12-2022
CUST-193748,Prod_192748,Clothes,Paypal,Desktop,Addtocart,08-03-2021
CUST-193749,Prod_192749,Books,Paypal,Mobile,Addtocart,23-02-2021
CUST-193750,Prod_192750,Hardware,Visa Card,Desktop,Purchase,31-07-2020
CUST-193751,Prod_192751,Accessories,Paypal,Mobile,Addtocart,01-02-2020
CUST-193752,Prod_192752,Accessories,Visa Card,Mobile,Purchase,18-02-2024
CUST-193753,Prod_192753,Books,Momo,Desktop,Addtocart,12-07-2023
CUST-193754,Prod_192754,Clothes,Visa Card,Mobile,Purchase,31-03-2022
CUST-193755,Prod_192755,Beauty,Paypal,Desktop,Purchase,09-10-2024
CUST-193756,Prod_192756,Furniture,Momo,Mobile,Addtocart,24-04-2021
CUST-193757,Prod_192757,Accessories,Momo,Mobile,Purchase,03-12-2021
CUST-193758,Prod_192758,Furniture,Paypal,Mobile,Purchase,15-05-2021
CUST-193759,Prod_192759,Clothes,Momo,Desktop,Addtocart,09-03-2024
CUST-193760,Prod_192760,Books,Paypal,Mobile,Purchase,13-04-2021
CUST-193761,Prod_192761,Electronics,Visa Card,Mobile,Addtocart,21-10-2020
CUST-193762,Prod_192762,Clothes,Paypal,Mobile,Purchase,14-02-2022
CUST-193763,Prod_192763,Books,Paypal,Desktop,Addtocart,02-06-2024
CUST-193764,Prod_192764,Accessories,Paypal,Mobile,Purchase,15-10-2020
CUST-193765,Prod_192765,Electronics,Momo,Mobile,Addtocart,25-07-2022
CUST-193766,Prod_192766,Accessories,Momo,Desktop,Purchase,28-11-2024
CUST-193767,Prod_192767,Clothes,Visa Card,Desktop,Addtocart,28-01-2020
CUST-193768,Prod_192768,Hardware,Paypal,Mobile,Addtocart,28-10-2020
CUST-193769,Prod_192769,Hardware,Paypal,Mobile,Addtocart,06-08-2024
CUST-193770,Prod_192770,Electronics,Visa Card,Mobile,Purchase,09-09-2024
CUST-193771,Prod_192771,Hardware,Momo,Desktop,Purchase,12-04-2021
CUST-193772,Prod_192772,Clothes,Paypal,Mobile,Addtocart,11-08-2023
CUST-193773,Prod_192773,Hardware,Visa Card,Desktop,Purchase,02-09-2022
CUST-193774,Prod_192774,Beauty,Visa Card,Desktop,Addtocart,23-10-2022
CUST-193775,Prod_192775,Electronics,Visa Card,Desktop,Purchase,02-06-2022
CUST-193776,Prod_192776,Beauty,Momo,Mobile,Purchase,28-04-2022
CUST-193777,Prod_192777,Clothes,Paypal,Desktop,Addtocart,18-12-2021
CUST-193778,Prod_192778,Beauty,Paypal,Mobile,Addtocart,30-03-2022
CUST-193779,Prod_192779,Beauty,Momo,Mobile,Purchase,19-10-2020
CUST-193780,Prod_192780,Books,Momo,Mobile,Addtocart,30-04-2023
CUST-193781,Prod_192781,Accessories,Visa Card,Mobile,Addtocart,01-03-2021
CUST-193782,Prod_192782,Furniture,Momo,Desktop,Purchase,07-11-2020
CUST-193783,Prod_192783,Clothes,Momo,Desktop,Purchase,25-01-2025
CUST-193784,Prod_192784,Hardware,Paypal,Mobile,Purchase,18-01-2021
CUST-193785,Prod_192785,Hardware,Momo,Desktop,Addtocart,08-03-2024
CUST-193786,Prod_192786,Clothes,Momo,Desktop,Purchase,19-04-2025
CUST-193787,Prod_192787,Electronics,Momo,Desktop,Purchase,14-03-2021
CUST-193788,Prod_192788,Accessories,Paypal,Mobile,Addtocart,05-11-2024
CUST-193789,Prod_192789,Hardware,Momo,Desktop,Purchase,17-09-2024
CUST-193790,Prod_192790,Accessories,Visa Card,Desktop,Addtocart,27-11-2020
CUST-193791,Prod_192791,Books,Visa Card,Desktop,Addtocart,28-12-2023
CUST-193792,Prod_192792,Hardware,Visa Card,Desktop,Addtocart,10-12-2023
CUST-193793,Prod_192793,Beauty,Visa Card,Mobile,Purchase,28-02-2024
CUST-193794,Prod_192794,Electronics,Paypal,Desktop,Purchase,10-03-2020
CUST-193795,Prod_192795,Accessories,Momo,Mobile,Addtocart,10-12-2021
CUST-193796,Prod_192796,Accessories,Paypal,Mobile,Purchase,16-02-2020
CUST-193797,Prod_192797,Accessories,Visa Card,Desktop,Purchase,15-01-2023
CUST-193798,Prod_192798,Hardware,Momo,Desktop,Addtocart,28-01-2022
CUST-193799,Prod_192799,Accessories,Momo,Mobile,Addtocart,28-05-2023
CUST-193800,Prod_192800,Clothes,Paypal,Desktop,Purchase,22-10-2022
CUST-193801,Prod_192801,Furniture,Paypal,Desktop,Purchase,18-03-2024
CUST-193802,Prod_192802,Beauty,Visa Card,Desktop,Purchase,06-07-2022
CUST-193803,Prod_192803,Books,Momo,Desktop,Purchase,12-02-2023
CUST-193804,Prod_192804,Books,Momo,Mobile,Purchase,24-10-2020
CUST-193805,Prod_192805,Accessories,Visa Card,Mobile,Purchase,18-10-2020
CUST-193806,Prod_192806,Books,Paypal,Desktop,Addtocart,05-12-2024
CUST-193807,Prod_192807,Beauty,Momo,Mobile,Purchase,08-03-2020
CUST-193808,Prod_192808,Hardware,Paypal,Mobile,Purchase,06-09-2020
CUST-193809,Prod_192809,Clothes,Paypal,Mobile,Purchase,31-01-2024
CUST-193810,Prod_192810,Hardware,Visa Card,Desktop,Purchase,29-11-2022
CUST-193811,Prod_192811,Hardware,Visa Card,Mobile,Purchase,24-12-2023
CUST-193812,Prod_192812,Furniture,Momo,Desktop,Addtocart,11-11-2021
CUST-193813,Prod_192813,Furniture,Paypal,Mobile,Addtocart,05-09-2022
CUST-193814,Prod_192814,Beauty,Momo,Mobile,Addtocart,29-01-2024
CUST-193815,Prod_192815,Books,Momo,Mobile,Addtocart,18-01-2021
CUST-193816,Prod_192816,Books,Visa Card,Mobile,Purchase,23-04-2021
CUST-193817,Prod_192817,Accessories,Visa Card,Desktop,Purchase,18-11-2020
CUST-193818,Prod_192818,Furniture,Paypal,Desktop,Purchase,01-03-2022
CUST-193819,Prod_192819,Accessories,Paypal,Mobile,Addtocart,15-04-2021
CUST-193820,Prod_192820,Hardware,Paypal,Desktop,Purchase,26-08-2023
CUST-193821,Prod_192821,Hardware,Visa Card,Mobile,Addtocart,16-04-2022
CUST-193822,Prod_192822,Clothes,Paypal,Mobile,Purchase,26-07-2020
CUST-193823,Prod_192823,Beauty,Paypal,Mobile,Addtocart,31-10-2024
CUST-193824,Prod_192824,Hardware,Momo,Desktop,Purchase,25-12-2023
CUST-193825,Prod_192825,Clothes,Visa Card,Mobile,Purchase,26-08-2023
CUST-193826,Prod_192826,Accessories,Paypal,Mobile,Purchase,04-01-2022
CUST-193827,Prod_192827,Furniture,Momo,Desktop,Purchase,12-07-2021
CUST-193828,Prod_192828,Books,Paypal,Mobile,Addtocart,13-04-2020
CUST-193829,Prod_192829,Furniture,Visa Card,Desktop,Addtocart,28-02-2022
CUST-193830,Prod_192830,Accessories,Momo,Desktop,Purchase,15-11-2020
CUST-193831,Prod_192831,Clothes,Visa Card,Mobile,Addtocart,22-01-2025
CUST-193832,Prod_192832,Hardware,Paypal,Mobile,Purchase,01-07-2024
CUST-193833,Prod_192833,Books,Momo,Desktop,Addtocart,01-02-2025
CUST-193834,Prod_192834,Accessories,Momo,Mobile,Addtocart,07-08-2020
CUST-193835,Prod_192835,Clothes,Paypal,Mobile,Purchase,24-11-2021
CUST-193836,Prod_192836,Electronics,Paypal,Desktop,Addtocart,20-04-2021
CUST-193837,Prod_192837,Electronics,Paypal,Desktop,Purchase,12-06-2022
CUST-193838,Prod_192838,Hardware,Visa Card,Mobile,Addtocart,20-09-2023
CUST-193839,Prod_192839,Books,Visa Card,Mobile,Addtocart,20-08-2022
CUST-193840,Prod_192840,Clothes,Momo,Mobile,Purchase,26-02-2022
CUST-193841,Prod_192841,Hardware,Paypal,Desktop,Purchase,11-02-2024
CUST-193842,Prod_192842,Furniture,Paypal,Desktop,Purchase,01-05-2022
CUST-193843,Prod_192843,Hardware,Paypal,Mobile,Addtocart,05-05-2022
CUST-193844,Prod_192844,Clothes,Paypal,Desktop,Purchase,30-08-2024
CUST-193845,Prod_192845,Electronics,Paypal,Mobile,Purchase,05-03-2024
CUST-193846,Prod_192846,Furniture,Visa Card,Mobile,Purchase,07-06-2024
CUST-193847,Prod_192847,Books,Visa Card,Mobile,Purchase,22-04-2022
CUST-193848,Prod_192848,Beauty,Paypal,Desktop,Purchase,06-09-2020
CUST-193849,Prod_192849,Accessories,Momo,Mobile,Addtocart,16-05-2024
CUST-193850,Prod_192850,Furniture,Visa Card,Desktop,Addtocart,08-12-2024
CUST-193851,Prod_192851,Electronics,Paypal,Mobile,Purchase,19-12-2020
CUST-193852,Prod_192852,Accessories,Visa Card,Mobile,Purchase,09-05-2022
CUST-193853,Prod_192853,Beauty,Momo,Desktop,Addtocart,28-12-2022
CUST-193854,Prod_192854,Accessories,Visa Card,Mobile,Addtocart,26-01-2024
CUST-193855,Prod_192855,Clothes,Paypal,Mobile,Purchase,01-12-2020
CUST-193856,Prod_192856,Beauty,Visa Card,Desktop,Purchase,23-04-2022
CUST-193857,Prod_192857,Beauty,Paypal,Mobile,Addtocart,06-08-2024
CUST-193858,Prod_192858,Beauty,Visa Card,Mobile,Purchase,16-11-2020
CUST-193859,Prod_192859,Electronics,Visa Card,Mobile,Purchase,07-01-2022
CUST-193860,Prod_192860,Electronics,Momo,Mobile,Purchase,20-08-2024
CUST-193861,Prod_192861,Books,Momo,Mobile,Addtocart,30-10-2023
CUST-193862,Prod_192862,Clothes,Paypal,Mobile,Purchase,24-02-2025
CUST-193863,Prod_192863,Electronics,Momo,Desktop,Addtocart,29-12-2022
CUST-193864,Prod_192864,Books,Visa Card,Desktop,Purchase,11-01-2024
CUST-193865,Prod_192865,Beauty,Momo,Desktop,Addtocart,15-12-2021
CUST-193866,Prod_192866,Hardware,Visa Card,Desktop,Addtocart,02-01-2024
CUST-193867,Prod_192867,Furniture,Paypal,Mobile,Addtocart,11-12-2023
CUST-193868,Prod_192868,Electronics,Visa Card,Mobile,Addtocart,20-07-2022
CUST-193869,Prod_192869,Hardware,Visa Card,Desktop,Purchase,21-03-2020
CUST-193870,Prod_192870,Electronics,Momo,Desktop,Addtocart,11-02-2022
CUST-193871,Prod_192871,Beauty,Momo,Desktop,Purchase,14-10-2021
CUST-193872,Prod_192872,Clothes,Paypal,Mobile,Purchase,12-08-2020
CUST-193873,Prod_192873,Electronics,Paypal,Mobile,Purchase,23-02-2023
CUST-193874,Prod_192874,Books,Momo,Mobile,Purchase,18-05-2023
CUST-193875,Prod_192875,Electronics,Visa Card,Mobile,Addtocart,05-09-2021
CUST-193876,Prod_192876,Beauty,Paypal,Desktop,Addtocart,20-02-2021
CUST-193877,Prod_192877,Hardware,Visa Card,Mobile,Purchase,14-05-2023
CUST-193878,Prod_192878,Clothes,Visa Card,Desktop,Addtocart,03-04-2021
CUST-193879,Prod_192879,Clothes,Visa Card,Desktop,Addtocart,09-01-2023
CUST-193880,Prod_192880,Furniture,Momo,Mobile,Purchase,04-03-2020
CUST-193881,Prod_192881,Beauty,Momo,Mobile,Purchase,01-02-2024
CUST-193882,Prod_192882,Beauty,Momo,Desktop,Purchase,07-09-2021
CUST-193883,Prod_192883,Beauty,Momo,Mobile,Purchase,01-07-2023
CUST-193884,Prod_192884,Clothes,Paypal,Desktop,Addtocart,16-02-2025
CUST-193885,Prod_192885,Electronics,Paypal,Desktop,Addtocart,23-01-2020
CUST-193886,Prod_192886,Accessories,Visa Card,Desktop,Purchase,01-03-2022
CUST-193887,Prod_192887,Electronics,Paypal,Mobile,Purchase,11-01-2020
CUST-193888,Prod_192888,Beauty,Paypal,Desktop,Addtocart,04-12-2021
CUST-193889,Prod_192889,Furniture,Visa Card,Desktop,Purchase,23-08-2021
CUST-193890,Prod_192890,Hardware,Paypal,Mobile,Addtocart,21-01-2024
CUST-193891,Prod_192891,Accessories,Momo,Desktop,Addtocart,24-04-2022
CUST-193892,Prod_192892,Furniture,Visa Card,Mobile,Addtocart,30-11-2024
CUST-193893,Prod_192893,Electronics,Visa Card,Desktop,Purchase,28-02-2021
CUST-193894,Prod_192894,Clothes,Paypal,Desktop,Addtocart,06-04-2020
CUST-193895,Prod_192895,Furniture,Momo,Mobile,Addtocart,05-08-2020
CUST-193896,Prod_192896,Accessories,Paypal,Desktop,Addtocart,21-02-2025
CUST-193897,Prod_192897,Beauty,Visa Card,Desktop,Purchase,15-08-2020
CUST-193898,Prod_192898,Beauty,Visa Card,Desktop,Purchase,25-11-2020
CUST-193899,Prod_192899,Beauty,Momo,Mobile,Purchase,19-06-2021
CUST-193900,Prod_192900,Furniture,Paypal,Mobile,Addtocart,12-10-2020
CUST-193901,Prod_192901,Accessories,Paypal,Mobile,Purchase,20-04-2023
CUST-193902,Prod_192902,Clothes,Paypal,Mobile,Purchase,16-11-2021
CUST-193903,Prod_192903,Books,Paypal,Mobile,Purchase,30-09-2021
CUST-193904,Prod_192904,Accessories,Paypal,Mobile,Purchase,07-09-2024
CUST-193905,Prod_192905,Electronics,Paypal,Desktop,Purchase,09-04-2023
CUST-193906,Prod_192906,Books,Paypal,Mobile,Addtocart,26-11-2022
CUST-193907,Prod_192907,Electronics,Visa Card,Desktop,Addtocart,08-01-2023
CUST-193908,Prod_192908,Beauty,Visa Card,Desktop,Addtocart,18-03-2025
CUST-193909,Prod_192909,Books,Visa Card,Mobile,Addtocart,04-03-2021
CUST-193910,Prod_192910,Accessories,Visa Card,Desktop,Addtocart,03-11-2022
CUST-193911,Prod_192911,Clothes,Paypal,Desktop,Purchase,29-10-2021
CUST-193912,Prod_192912,Beauty,Momo,Mobile,Purchase,12-12-2022
CUST-193913,Prod_192913,Hardware,Paypal,Desktop,Addtocart,24-05-2022
CUST-193914,Prod_192914,Books,Paypal,Mobile,Addtocart,20-04-2023
CUST-193915,Prod_192915,Books,Paypal,Mobile,Addtocart,15-11-2023
CUST-193916,Prod_192916,Hardware,Momo,Desktop,Addtocart,05-02-2022
CUST-193917,Prod_192917,Hardware,Visa Card,Mobile,Addtocart,02-01-2022
CUST-193918,Prod_192918,Beauty,Momo,Mobile,Purchase,24-10-2023
CUST-193919,Prod_192919,Electronics,Momo,Mobile,Purchase,10-01-2022
CUST-193920,Prod_192920,Clothes,Paypal,Desktop,Addtocart,31-01-2021
CUST-193921,Prod_192921,Books,Momo,Desktop,Addtocart,14-08-2022
CUST-193922,Prod_192922,Furniture,Visa Card,Mobile,Addtocart,18-03-2021
CUST-193923,Prod_192923,Accessories,Momo,Mobile,Purchase,03-01-2021
CUST-193924,Prod_192924,Books,Paypal,Mobile,Addtocart,02-10-2020
CUST-193925,Prod_192925,Books,Paypal,Desktop,Purchase,09-06-2023
CUST-193926,Prod_192926,Hardware,Momo,Desktop,Addtocart,18-02-2023
CUST-193927,Prod_192927,Clothes,Visa Card,Desktop,Purchase,26-12-2020
CUST-193928,Prod_192928,Electronics,Paypal,Desktop,Addtocart,06-02-2022
CUST-193929,Prod_192929,Furniture,Paypal,Desktop,Addtocart,05-05-2020
CUST-193930,Prod_192930,Electronics,Visa Card,Desktop,Purchase,09-08-2022
CUST-193931,Prod_192931,Furniture,Visa Card,Mobile,Purchase,03-11-2024
CUST-193932,Prod_192932,Hardware,Paypal,Mobile,Purchase,27-03-2024
CUST-193933,Prod_192933,Furniture,Paypal,Mobile,Purchase,06-12-2020
CUST-193934,Prod_192934,Furniture,Momo,Desktop,Addtocart,28-12-2021
CUST-193935,Prod_192935,Clothes,Momo,Mobile,Purchase,20-07-2021
CUST-193936,Prod_192936,Furniture,Paypal,Desktop,Addtocart,03-02-2023
CUST-193937,Prod_192937,Books,Paypal,Desktop,Purchase,10-08-2022
CUST-193938,Prod_192938,Electronics,Paypal,Mobile,Purchase,02-04-2020
CUST-193939,Prod_192939,Accessories,Visa Card,Desktop,Addtocart,29-10-2024
CUST-193940,Prod_192940,Clothes,Momo,Mobile,Addtocart,21-10-2020
CUST-193941,Prod_192941,Clothes,Paypal,Mobile,Addtocart,31-10-2021
CUST-193942,Prod_192942,Clothes,Momo,Desktop,Purchase,25-03-2025
CUST-193943,Prod_192943,Furniture,Paypal,Desktop,Purchase,14-02-2020
CUST-193944,Prod_192944,Clothes,Visa Card,Mobile,Purchase,09-03-2024
CUST-193945,Prod_192945,Clothes,Momo,Desktop,Purchase,06-03-2025
CUST-193946,Prod_192946,Accessories,Visa Card,Desktop,Addtocart,18-01-2024
CUST-193947,Prod_192947,Accessories,Paypal,Desktop,Addtocart,11-07-2022
CUST-193948,Prod_192948,Furniture,Paypal,Desktop,Addtocart,12-06-2020
CUST-193949,Prod_192949,Beauty,Visa Card,Mobile,Addtocart,13-10-2020
CUST-193950,Prod_192950,Books,Momo,Desktop,Purchase,18-10-2020
CUST-193951,Prod_192951,Furniture,Paypal,Mobile,Addtocart,23-02-2023
CUST-193952,Prod_192952,Books,Paypal,Mobile,Addtocart,16-07-2020
CUST-193953,Prod_192953,Clothes,Momo,Desktop,Addtocart,02-06-2024
CUST-193954,Prod_192954,Electronics,Momo,Mobile,Purchase,09-03-2023
CUST-193955,Prod_192955,Furniture,Visa Card,Mobile,Purchase,29-06-2021
CUST-193956,Prod_192956,Accessories,Momo,Desktop,Addtocart,30-11-2020
CUST-193957,Prod_192957,Electronics,Visa Card,Mobile,Purchase,17-11-2023
CUST-193958,Prod_192958,Electronics,Paypal,Mobile,Addtocart,03-01-2022
CUST-193959,Prod_192959,Furniture,Momo,Desktop,Addtocart,26-01-2025
CUST-193960,Prod_192960,Electronics,Visa Card,Mobile,Purchase,03-11-2024
CUST-193961,Prod_192961,Hardware,Visa Card,Mobile,Addtocart,10-02-2022
CUST-193962,Prod_192962,Hardware,Momo,Desktop,Addtocart,23-06-2021
CUST-193963,Prod_192963,Hardware,Visa Card,Desktop,Purchase,22-01-2020
CUST-193964,Prod_192964,Books,Momo,Mobile,Addtocart,20-08-2022
CUST-193965,Prod_192965,Clothes,Paypal,Mobile,Addtocart,23-06-2023
CUST-193966,Prod_192966,Clothes,Momo,Mobile,Addtocart,19-08-2024
CUST-193967,Prod_192967,Furniture,Momo,Mobile,Addtocart,09-04-2023
CUST-193968,Prod_192968,Books,Visa Card,Desktop,Addtocart,23-04-2023
CUST-193969,Prod_192969,Electronics,Visa Card,Desktop,Addtocart,31-03-2025
CUST-193970,Prod_192970,Beauty,Paypal,Desktop,Purchase,09-12-2024
CUST-193971,Prod_192971,Books,Visa Card,Desktop,Addtocart,29-08-2022
CUST-193972,Prod_192972,Hardware,Visa Card,Mobile,Addtocart,05-08-2023
CUST-193973,Prod_192973,Hardware,Momo,Desktop,Purchase,28-06-2022
CUST-193974,Prod_192974,Electronics,Paypal,Mobile,Addtocart,27-08-2024
CUST-193975,Prod_192975,Books,Paypal,Desktop,Addtocart,09-11-2023
CUST-193976,Prod_192976,Furniture,Visa Card,Desktop,Addtocart,15-02-2023
CUST-193977,Prod_192977,Furniture,Visa Card,Mobile,Purchase,09-01-2020
CUST-193978,Prod_192978,Clothes,Visa Card,Desktop,Purchase,04-02-2025
CUST-193979,Prod_192979,Beauty,Momo,Mobile,Addtocart,29-04-2024
CUST-193980,Prod_192980,Electronics,Visa Card,Desktop,Purchase,21-06-2024
CUST-193981,Prod_192981,Books,Visa Card,Mobile,Purchase,02-11-2024
CUST-193982,Prod_192982,Clothes,Paypal,Mobile,Addtocart,12-01-2022
CUST-193983,Prod_192983,Hardware,Paypal,Mobile,Purchase,01-11-2023
CUST-193984,Prod_192984,Accessories,Visa Card,Mobile,Purchase,10-01-2024
CUST-193985,Prod_192985,Clothes,Visa Card,Mobile,Purchase,29-08-2021
CUST-193986,Prod_192986,Electronics,Paypal,Desktop,Purchase,01-07-2021
CUST-193987,Prod_192987,Beauty,Momo,Desktop,Addtocart,26-12-2022
CUST-193988,Prod_192988,Electronics,Momo,Mobile,Addtocart,19-12-2022
CUST-193989,Prod_192989,Electronics,Paypal,Mobile,Addtocart,22-11-2020
CUST-193990,Prod_192990,Accessories,Visa Card,Mobile,Addtocart,10-09-2022
CUST-193991,Prod_192991,Electronics,Visa Card,Mobile,Addtocart,14-03-2021
CUST-193992,Prod_192992,Furniture,Paypal,Mobile,Addtocart,30-06-2022
CUST-193993,Prod_192993,Beauty,Visa Card,Mobile,Purchase,11-12-2020
CUST-193994,Prod_192994,Beauty,Visa Card,Desktop,Purchase,31-08-2023
CUST-193995,Prod_192995,Accessories,Visa Card,Desktop,Addtocart,14-01-2021
CUST-193996,Prod_192996,Hardware,Visa Card,Desktop,Addtocart,10-05-2024
CUST-193997,Prod_192997,Beauty,Paypal,Mobile,Purchase,01-12-2024
